Year_Birth;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain;Dt_year;Dt_month;Education_2n Cycle;Education_Basic;Education_Graduation;Education_Master;Education_PhD;Marital_Status_Absurd;Marital_Status_Alone;Marital_Status_Divorced;Marital_Status_Married;Marital_Status_Single;Marital_Status_Together;Marital_Status_Widow;Marital_Status_YOLO;Country_AUS;Country_CA;Country_GER;Country_IND;Country_ME;Country_SA;Country_SP;Country_US
1972.0;38578.0;1.0;1.0;2.0;38.0;4.0;22.0;3.0;3.0;3.0;3.0;3.0;0.0;3.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1972.0;38578.0;1.0;1.0;2.0;38.0;4.0;22.0;3.0;3.0;3.0;3.0;3.0;0.0;3.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1975.0;79174.0;0.0;0.0;2.0;1074.0;37.0;518.0;193.0;92.0;129.0;1.0;5.0;6.0;7.0;2.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2013.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1977.0;43263.0;0.0;1.0;2.0;262.0;6.0;61.0;0.0;10.0;102.0;3.0;5.0;2.0;6.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1971.0;76445.0;1.0;0.0;2.0;739.0;107.0;309.0;140.0;80.0;35.0;1.0;2.0;5.0;13.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1976.0;72335.0;0.0;0.0;2.0;1285.0;105.0;653.0;28.0;21.0;0.0;1.0;10.0;4.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;8.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1980.0;31859.0;1.0;0.0;3.0;3.0;4.0;7.0;15.0;8.0;11.0;1.0;1.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1987.0;23830.0;0.0;0.0;3.0;1.0;8.0;6.0;4.0;8.0;16.0;1.0;1.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1973.0;24639.0;1.0;1.0;3.0;20.0;3.0;16.0;0.0;4.0;1.0;3.0;2.0;0.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1984.0;27255.0;1.0;0.0;3.0;22.0;1.0;11.0;0.0;1.0;2.0;1.0;1.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1977.0;55375.0;0.0;1.0;3.0;42.0;11.0;57.0;10.0;28.0;14.0;1.0;1.0;1.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1979.0;72063.0;0.0;1.0;3.0;180.0;32.0;348.0;76.0;32.0;90.0;2.0;5.0;2.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1980.0;80011.0;0.0;1.0;3.0;421.0;76.0;536.0;82.0;178.0;102.0;2.0;8.0;6.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1982.0;63211.0;0.0;0.0;3.0;145.0;193.0;459.0;205.0;26.0;145.0;2.0;3.0;8.0;7.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1973.0;48432.0;0.0;1.0;3.0;322.0;3.0;50.0;4.0;3.0;42.0;5.0;7.0;1.0;6.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1973.0;48432.0;0.0;1.0;3.0;322.0;3.0;50.0;4.0;3.0;42.0;5.0;7.0;1.0;6.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1973.0;48432.0;0.0;1.0;3.0;322.0;3.0;50.0;4.0;3.0;42.0;5.0;7.0;1.0;6.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1990.0;74214.0;0.0;0.0;3.0;863.0;83.0;547.0;86.0;99.0;33.0;1.0;8.0;2.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;8.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1980.0;96547.0;0.0;0.0;4.0;448.0;21.0;125.0;52.0;101.0;62.0;0.0;7.0;6.0;8.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;2014.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1982.0;45203.0;2.0;0.0;4.0;35.0;3.0;67.0;10.0;8.0;24.0;1.0;3.0;1.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2014.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1975.0;37368.0;1.0;0.0;4.0;3.0;2.0;11.0;2.0;2.0;10.0;1.0;1.0;0.0;2.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;12.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1976.0;65104.0;0.0;1.0;4.0;738.0;0.0;232.0;13.0;20.0;50.0;2.0;3.0;5.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1976.0;65104.0;0.0;1.0;4.0;738.0;0.0;232.0;13.0;20.0;50.0;2.0;3.0;5.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1978.0;33039.0;1.0;0.0;4.0;30.0;8.0;12.0;8.0;8.0;12.0;1.0;2.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1978.0;33039.0;1.0;0.0;4.0;30.0;8.0;12.0;8.0;8.0;12.0;1.0;2.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1976.0;53359.0;1.0;1.0;4.0;173.0;4.0;30.0;3.0;6.0;41.0;4.0;5.0;1.0;4.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1971.0;49505.0;1.0;1.0;4.0;604.0;0.0;100.0;19.0;0.0;28.0;9.0;10.0;2.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1972.0;69209.0;0.0;0.0;4.0;496.0;32.0;849.0;229.0;48.0;128.0;2.0;5.0;3.0;6.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2012.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1989.0;31928.0;1.0;0.0;5.0;33.0;4.0;24.0;4.0;2.0;5.0;2.0;3.0;0.0;4.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1987.0;74004.0;0.0;0.0;5.0;784.0;48.0;560.0;42.0;176.0;48.0;1.0;4.0;6.0;4.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2014.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1987.0;30390.0;0.0;0.0;5.0;10.0;12.0;12.0;25.0;1.0;20.0;1.0;2.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1985.0;21355.0;1.0;0.0;5.0;5.0;13.0;14.0;0.0;5.0;31.0;2.0;2.0;1.0;2.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1989.0;85710.0;0.0;0.0;5.0;600.0;20.0;350.0;29.0;30.0;33.0;1.0;6.0;9.0;10.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2013.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1974.0;102692.0;0.0;0.0;5.0;168.0;148.0;444.0;32.0;172.0;148.0;1.0;6.0;9.0;13.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;2013.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1971.0;58350.0;0.0;1.0;5.0;493.0;26.0;206.0;116.0;80.0;80.0;4.0;8.0;3.0;12.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1978.0;7500.0;1.0;1.0;5.0;6.0;5.0;4.0;13.0;4.0;25.0;4.0;2.0;1.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1984.0;18890.0;0.0;0.0;5.0;6.0;4.0;1.0;7.0;2.0;15.0;1.0;0.0;1.0;2.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1986.0;20425.0;1.0;0.0;5.0;4.0;12.0;5.0;3.0;16.0;17.0;2.0;2.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1986.0;20425.0;1.0;0.0;5.0;4.0;12.0;5.0;3.0;16.0;17.0;2.0;2.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1976.0;68397.0;0.0;1.0;6.0;760.0;80.0;466.0;17.0;13.0;80.0;1.0;6.0;9.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1984.0;38175.0;1.0;0.0;6.0;70.0;6.0;69.0;2.0;3.0;3.0;3.0;3.0;1.0;4.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1972.0;46423.0;1.0;1.0;6.0;68.0;0.0;16.0;0.0;0.0;8.0;3.0;2.0;0.0;4.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
